CCNA,TSS location,strand,distance_to_nearest_groupA_chip,distance_to_nearest_groupB_chip,distance_to_nearest_groupBOTH_chip,distance_to_nearest_rif_chip,distance_to_nearest_wt_chip,max_txn_change_500bp_position,max_txn_change,WT_value_at_max_change,log2_fc_at_max_change_pos,WT_value_at_max_change_pos,RDep_value_at_max_change_pos
CCNA_03913,64487,-,33268,1799,2661,1795,1799,64395.0,0.16339508873819997,0.3834199378823,0.5011280724368301,0.3834199378823,0.5468150266205
CCNA_00065,69084,-,28671,2798,819,820,819,68669.0,0.25337301428299996,0.6499545823849999,-0.6988219288394247,0.6499545823849999,0.39658156810199996
CCNA_00069,71934,-,25821,5268,3669,3670,3669,71562.0,0.14394016753290007,0.29571011745209996,0.5566390841789617,0.29571011745209996,0.43965028498500003
CCNA_00070,71945,+,25810,5257,3680,3681,3680,71562.0,0.14394016753290007,0.29571011745209996,0.5566390841789617,0.29571011745209996,0.43965028498500003
CCNA_00069,71952,-,25803,5250,3687,3688,3687,71562.0,0.14394016753290007,0.29571011745209996,0.5566390841789617,0.29571011745209996,0.43965028498500003
CCNA_R0001,76114,+,21641,1088,214,184,214,76370.0,11.771754894454302,4.930620382334899,1.7581526794388724,4.930620382334899,16.7023752767892
CCNA_00074,78613,+,19142,1310,2285,2315,1310,78890.0,0.49177968696100005,0.517021535776,0.9509387749212657,0.517021535776,1.008801222737
CCNA_00077,81227,-,16528,2776,4899,4929,2776,81131.0,0.4841097856222,0.33292629572279997,1.270051736711501,0.33292629572279997,0.8170360813449999
CCNA_00079,83951,-,13804,52,4777,4760,52,83853.0,1.6794680944677998,0.3079533394282,2.6512517911547353,0.3079533394282,1.987421433896
CCNA_00081,84995,-,12760,14,3733,3716,14,84882.0,8.525866220829101,1.6980936148719001,2.5829055249509456,1.6980936148719001,10.223959835701
CCNA_00081,85007,-,12748,26,3721,3704,26,84882.0,8.525866220829101,1.6980936148719001,2.5829055249509456,1.6980936148719001,10.223959835701
CCNA_00082,85857,+,11898,876,2871,2854,876,85938.0,0.36393081728630006,0.980280133901,-0.6608692212215347,0.980280133901,0.6163493166146999
CCNA_00084,88951,+,8804,3970,223,240,223,89024.0,0.5107192580379998,1.2806655769850002,0.48099118740623104,1.2806655769850002,1.791384835023
CCNA_00085,90638,+,7117,5657,1910,1927,1910,90886.0,1.7588539441089999,1.086333776776,1.3808985110203937,1.086333776776,2.845187720885
CCNA_00086,95019,+,2736,10038,1316,21,1316,95519.0,0.6832422348441001,1.1803282525391001,0.6544307804749685,1.1803282525391001,1.8635704873832002
CCNA_00086,95087,+,2668,10106,1248,89,1248,95524.0,0.7531838948019001,1.2453352388213002,0.6780595157831111,1.2453352388213002,1.9985191336232002
CCNA_00086,96410,-,1345,11429,75,76,75,96302.0,4.2551067830389995,1.047699276147,2.3285445487084133,1.047699276147,5.302806059186
CCNA_00087,96921,+,834,11940,586,247,586,96517.0,1.4203164328480902,0.21395987162351,2.876140586806216,0.21395987162351,1.6342763044716002
CCNA_00088,97773,+,18,12792,1438,9,18,97289.0,0.4579872890751,0.2438787679434,1.4874660662972166,0.2438787679434,0.7018660570185
CCNA_00088,97818,+,63,12837,1483,54,63,97473.0,0.3886300930277,0.2604599911083,1.2850604723015342,0.2604599911083,0.649090084136
CCNA_00091,104215,-,6460,19234,7880,1218,6460,104650.0,0.23633273024219995,0.2446085364568,0.9472696489866732,0.2446085364568,0.48094126669899995
CCNA_00092,104971,-,7216,19990,8636,1974,7216,105463.0,0.4607081373362999,0.8760701084979999,-1.0587297964978057,0.8760701084979999,0.41536197116170004
CCNA_00096,107368,+,9613,22387,11033,4371,9613,107241.0,0.17315126393249997,0.3070007204858,0.6287430445014756,0.3070007204858,0.4801519844183
CCNA_00098,109071,-,11316,22315,12736,6074,11316,108870.0,0.19515223803899995,0.565751570695,0.42110441402656024,0.565751570695,0.760903808734
CCNA_00100,111638,-,13883,19748,15303,8641,13883,111501.0,0.332587085136,0.902259547241,0.4484517607860003,0.902259547241,1.234846632377
CCNA_00105,116055,+,18300,15331,11798,11809,11798,116048.0,0.1625647967189,0.1600204363596,0.9680159458845792,0.1600204363596,0.3225852330785
CCNA_00104,116202,-,18447,15184,11651,11662,11651,116048.0,0.1625647967189,0.1600204363596,0.9680159458845792,0.1600204363596,0.3225852330785
CCNA_00104,116225,-,18470,15161,11628,11639,11628,116048.0,0.1625647967189,0.1600204363596,0.9680159458845792,0.1600204363596,0.3225852330785
CCNA_00111,120655,+,22900,10731,7198,7209,7198,120787.0,0.2405638182434,0.7467855012739,-0.5518937086503428,0.7467855012739,0.5062216830305
CCNA_00110,120675,-,22920,10711,7178,7189,7178,120787.0,0.2405638182434,0.7467855012739,-0.5518937086503428,0.7467855012739,0.5062216830305
CCNA_00111,120723,+,22968,10663,7130,7141,7130,120787.0,0.2405638182434,0.7467855012739,-0.5518937086503428,0.7467855012739,0.5062216830305
CCNA_00111,121302,-,23547,10084,6551,6562,6551,120804.0,0.21859981868720002,0.759089537292,-0.4824359472199975,0.759089537292,0.5404897186048
CCNA_00115,124282,-,26527,7104,3571,3582,3571,124007.0,0.22291456792459996,0.43450091154189996,0.5863987699435712,0.43450091154189996,0.6574154794664999
CCNA_00117,127853,+,30098,3533,0,11,0,127994.0,0.7145866370807599,1.4080033284724403,0.5887456854241553,1.4080033284724403,2.1225899655532
CCNA_00117,127859,+,30104,3527,6,5,6,127994.0,0.7145866370807599,1.4080033284724403,0.5887456854241553,1.4080033284724403,2.1225899655532
CCNA_00116,127860,-,30105,3526,7,4,7,127994.0,0.7145866370807599,1.4080033284724403,0.5887456854241553,1.4080033284724403,2.1225899655532
CCNA_00116,127866,-,30111,3520,13,2,13,127994.0,0.7145866370807599,1.4080033284724403,0.5887456854241553,1.4080033284724403,2.1225899655532
CCNA_00116,127884,-,30129,3502,31,20,31,127994.0,0.7145866370807599,1.4080033284724403,0.5887456854241553,1.4080033284724403,2.1225899655532
CCNA_00119,131921,+,34166,535,880,880,535,132391.0,0.20743059065119002,0.33645330861311,0.6769226677340741,0.33645330861311,0.5438838992643
CCNA_00122,133827,-,36072,23,2786,2786,23,134301.0,1.117089589232,0.418223960183,1.851462170171707,0.418223960183,1.535313549415
CCNA_00122,133845,-,36090,5,2804,2804,5,134301.0,1.117089589232,0.418223960183,1.851462170171707,0.418223960183,1.535313549415
CCNA_00124,135446,-,35223,744,4405,4405,744,135346.0,3.1306859239426,1.1142266134944,1.9201966037220224,1.1142266134944,4.244912537437
CCNA_00126,136629,-,34040,275,5588,5588,275,136566.0,0.14802499796302,0.3618925730996,-0.7322403526988833,0.3618925730996,0.21386757513658
CCNA_00127,136696,+,33973,208,5655,5655,208,136566.0,0.14802499796302,0.3618925730996,-0.7322403526988833,0.3618925730996,0.21386757513658
CCNA_00130,139225,+,31444,2321,8184,8184,2321,139152.0,0.6504118403866,1.1453415865189,-1.1941648834794192,1.1453415865189,0.4949297461323
CCNA_00130,139237,+,31432,2333,8196,8196,2333,139152.0,0.6504118403866,1.1453415865189,-1.1941648834794192,1.1453415865189,0.4949297461323
CCNA_00131,140974,+,29695,4070,9933,9933,4070,141111.0,3.2410112341658,0.3710952945282,3.248605277502156,0.3710952945282,3.612106528694
CCNA_00130,140977,-,29692,4073,9936,9936,4073,141111.0,3.2410112341658,0.3710952945282,3.248605277502156,0.3710952945282,3.612106528694
CCNA_00133,143544,+,27125,6640,7452,7449,6640,143098.0,0.48112005766599997,0.41696706943490003,1.0887059208001482,0.41696706943490003,0.8980871271009
CCNA_00136,146989,-,23680,10085,4007,4004,4007,146904.0,0.214577155475,0.5246632962418,-0.7401704297086603,0.5246632962418,0.31008614076679997
CCNA_00137,148530,-,22139,11626,2466,2463,2466,148408.0,0.16359503336549996,0.491399829161,-0.5697716944667359,0.491399829161,0.32780479579550004
CCNA_00138,148715,+,21954,11811,2281,2278,2281,148408.0,0.16359503336549996,0.491399829161,-0.5697716944667359,0.491399829161,0.32780479579550004
CCNA_00138,150379,+,20290,13475,617,614,617,150669.0,0.24809901134409995,0.2689735539158,0.9178732358721832,0.2689735539158,0.5170725652599
CCNA_00139,152617,-,18052,15713,79,76,79,152847.0,0.6702373645620001,0.541386351643,1.1476645133724774,0.541386351643,1.211623716205
CCNA_00139,152628,-,18041,15724,68,65,68,152847.0,0.6702373645620001,0.541386351643,1.1476645133724774,0.541386351643,1.211623716205
CCNA_00139,152644,-,18025,15740,52,49,52,152847.0,0.6702373645620001,0.541386351643,1.1476645133724774,0.541386351643,1.211623716205
CCNA_00145,157585,-,13084,20681,4889,4892,4889,157816.0,0.26463761967491006,0.93262374123389,0.3569841169083255,0.93262374123389,1.1972613609088
CCNA_00145,157594,-,13075,20690,4898,4901,4898,157816.0,0.26463761967491006,0.93262374123389,0.3569841169083255,0.93262374123389,1.1972613609088
CCNA_00150,160416,-,10253,23512,7720,7723,7720,160270.0,2.441960552497,0.39452789719500003,2.814872142819577,0.39452789719500003,2.836488449692
CCNA_00152,161242,+,9427,24338,8546,8114,8546,161242.0,4.70969575158556,0.32193976290244,3.9248984575766888,0.32193976290244,5.031635514488
CCNA_00153,162281,+,8388,25377,9585,7075,8388,162528.0,10.8244829353497,6.8907402405098,1.3609807595498618,6.8907402405098,17.7152231758595
CCNA_00155,163343,+,7326,26439,10647,6013,7326,162935.0,2.6704174853242995,1.8052002926649002,1.30517794607781,1.8052002926649002,4.4756177779892
CCNA_00155,163880,-,6789,26976,11184,5476,6789,163384.0,0.6417424528970003,0.6363732498739999,0.9948227882936894,0.6363732498739999,1.2781157027710002
CCNA_00157,165000,+,5669,28096,12304,4356,5669,164797.0,0.13526884897758007,0.27525720129,0.5599318660055352,0.27525720129,0.41052605026758004
CCNA_00158,166754,-,3915,29850,12420,2602,3915,166787.0,2.7279900451369987,3.3805698612730004,0.8516643622673173,3.3805698612730004,6.108559906409999
CCNA_00159,168449,-,2220,31409,10725,907,2220,168659.0,0.8409795969524003,4.283997119033099,0.258036511557461,4.283997119033099,5.1249767159854995
CCNA_00161,170951,+,282,28907,8223,310,282,171031.0,3.8018356548849983,15.981088002238998,-0.3916584622664019,15.981088002238998,12.179252347354
CCNA_00162,172722,-,2053,27136,6452,339,2053,172819.0,15.947885471047996,38.35072598,-0.7753045222155941,38.35072598,22.402840508952004
CCNA_00163,173670,-,3001,26188,5504,609,3001,173171.0,11.558056244169702,22.6923479175135,-1.0265365889390003,22.6923479175135,11.1342916733438
CCNA_00163,174478,-,3809,25380,4696,205,3809,174414.0,3.831389926754999,7.510587136741999,-1.027538386463427,7.510587136741999,3.679197209987
CCNA_00163,175151,-,4482,24707,4023,120,4023,174829.0,2.6997576013669993,5.5250274093059994,-0.9651044307866119,5.5250274093059994,2.825269807939
CCNA_00165,177320,-,6651,22538,1854,544,1854,176860.0,1.1117977298871398,2.98797355222244,-0.6685234910741567,2.98797355222244,1.8761758223353002
CCNA_00165,177798,-,7129,22060,1376,66,1376,177642.0,0.45928288381600013,0.7852587718849999,0.6576640894539864,0.7852587718849999,1.244541655701
CCNA_03915,177930,+,7261,21928,1244,66,1244,177642.0,0.45928288381600013,0.7852587718849999,0.6576640894539864,0.7852587718849999,1.244541655701
CCNA_00166,179090,-,8421,20768,84,86,84,179497.0,3.334051669481399,1.7194163174551,1.5498406236841726,1.7194163174551,5.053467986936499
CCNA_00167,179292,+,8623,20566,118,116,118,179497.0,3.334051669481399,1.7194163174551,1.5498406236841726,1.7194163174551,5.053467986936499
CCNA_00167,179624,+,8955,20234,450,448,450,179497.0,3.334051669481399,1.7194163174551,1.5498406236841726,1.7194163174551,5.053467986936499
CCNA_00167,179633,+,8964,20225,459,457,459,179497.0,3.334051669481399,1.7194163174551,1.5498406236841726,1.7194163174551,5.053467986936499
CCNA_00168,180165,+,9496,19693,33,48,33,180589.0,12.676371935473902,5.0409112072402,1.8113558626912944,5.0409112072402,17.717283142714102
CCNA_00168,180663,-,9994,19195,438,470,438,180589.0,12.676371935473902,5.0409112072402,1.8113558626912944,5.0409112072402,17.717283142714102
CCNA_00168,180684,-,10015,19174,417,449,417,180589.0,12.676371935473902,5.0409112072402,1.8113558626912944,5.0409112072402,17.717283142714102
CCNA_00172,186901,-,16232,12957,1182,1179,1182,186850.0,0.40563799354031993,0.38548721215278003,1.018396688410238,0.38548721215278003,0.7911252056931
CCNA_00175,190942,+,20273,8916,5223,5220,5223,190998.0,0.2784899744017999,0.3976900258282,0.7511144153465218,0.3976900258282,0.6761800002299999
CCNA_00180,194642,+,23973,5216,1547,1542,1547,194388.0,0.08102668563152002,0.17305424089218,0.5287089078209667,0.17305424089218,0.2540809265237
CCNA_00185,198536,+,22320,1322,2347,1293,1322,198298.0,0.20779664231730002,0.2279462950984,0.9055759477764829,0.2279462950984,0.4357429374157
CCNA_R0003,200231,-,20625,373,4042,402,373,199960.0,0.7477399761367,0.1879934849017,2.255980683371078,0.1879934849017,0.9357334610383999
CCNA_00186,200529,+,20327,671,4340,700,671,200137.0,0.49159575596375005,1.09951042150575,0.5291457647806186,1.09951042150575,1.5911061774695001
CCNA_00186,201686,-,19170,1828,5497,1857,1828,201265.0,0.35987871669078997,0.15588528304141,1.6642294612928545,0.15588528304141,0.5157639997322
CCNA_00187,202687,-,18169,2829,6498,2858,2829,203029.0,0.459143238281,0.35871024031599996,1.1668879629400914,0.35871024031599996,0.817853478597
CCNA_00189,203820,+,17036,3962,7143,3991,3962,203593.0,0.5712221043896999,0.32372377588650003,1.4391770414497578,0.32372377588650003,0.8949458802761999
CCNA_00192,206817,-,14039,6959,4146,4061,4146,206911.0,0.15404745380820006,0.3176019633063,0.556039416834008,0.3176019633063,0.47164941711450004
CCNA_00196,210531,-,10325,10673,432,347,432,210823.0,0.11795478275426002,0.14668256161304,0.8096831918883157,0.14668256161304,0.2646373443673
CCNA_R0004,210993,-,9863,11135,30,12,30,211262.0,2.0344621604199995,9.55693808213,-0.34493310500925645,9.55693808213,7.52247592171
CCNA_00198,212106,-,8750,12248,1143,475,1143,211881.0,6.9825388863720015,15.874811307324,-0.8354023977544055,15.874811307324,8.892272420951999
CCNA_00199,212363,+,8493,12505,1400,732,1400,211881.0,6.9825388863720015,15.874811307324,-0.8354023977544055,15.874811307324,8.892272420951999
CCNA_00199,213543,-,7313,13685,2580,253,2580,213564.0,0.8736114891,1.899133148018,-0.8825599944262215,1.899133148018,1.025521658918
CCNA_00200,215381,-,5475,14804,4418,2091,4418,214966.0,0.14768569037500012,1.059111305674,-0.2144724505147742,1.059111305674,0.9114256152989999
CCNA_00202,216190,+,4666,13995,5227,2900,4666,216291.0,2.442211431189299,1.9259911380431,1.1772663574786284,1.9259911380431,4.368202569232399
CCNA_00204,220507,-,349,9678,9544,340,349,221007.0,0.4886023451003001,1.0849958678340001,-0.8525991771835942,1.0849958678340001,0.5963935227337
CCNA_00206,220865,+,9,9320,9902,18,9,221089.0,0.6544155408490002,1.7259028126962002,-0.6826694922974016,1.7259028126962002,1.0714872718472
CCNA_00206,220894,+,38,9291,9931,47,38,221089.0,0.6544155408490002,1.7259028126962002,-0.6826694922974016,1.7259028126962002,1.0714872718472
CCNA_00209,225050,-,70,5135,14087,54,70,225414.0,7.02724800295,14.520489696772,-0.9534973884475664,14.520489696772,7.493241693821999
CCNA_00210,225058,+,78,5127,14095,62,78,225414.0,7.02724800295,14.520489696772,-0.9534973884475664,14.520489696772,7.493241693821999
CCNA_00210,227022,-,2042,3163,15784,2026,2042,227290.0,9.053301252412,18.930359085762,-0.9378505065015479,18.930359085762,9.87705783335
CCNA_00211,227610,+,2630,2575,15196,2614,2575,227290.0,9.053301252412,18.930359085762,-0.9378505065015479,18.930359085762,9.87705783335
CCNA_00211,227647,+,2667,2538,15159,2651,2538,227290.0,9.053301252412,18.930359085762,-0.9378505065015479,18.930359085762,9.87705783335
CCNA_00211,227654,+,2674,2531,15152,2658,2531,227290.0,9.053301252412,18.930359085762,-0.9378505065015479,18.930359085762,9.87705783335
CCNA_00211,227667,+,2687,2518,15139,2671,2518,227290.0,9.053301252412,18.930359085762,-0.9378505065015479,18.930359085762,9.87705783335
CCNA_00214,230205,+,5225,20,12601,2385,20,229920.0,0.20389684255125,0.29526401340933,0.7380639849080592,0.29526401340933,0.49916085596058
CCNA_00214,231159,+,6179,974,11647,1431,974,231224.0,0.07937962713017999,0.25006119297378,-0.5254018107384917,0.25006119297378,0.1706815658436
CCNA_00215,232550,+,7570,868,10256,40,868,232898.0,2.484167353529,7.498404325630999,-0.5796018293309319,7.498404325630999,5.014236972101999
CCNA_00215,232652,-,7672,766,10154,62,766,232898.0,2.484167353529,7.498404325630999,-0.5796018293309319,7.498404325630999,5.014236972101999
CCNA_00215,232897,-,7917,521,9909,307,521,233339.0,5.967281276646999,13.360317645782999,-0.852844719425527,13.360317645782999,7.3930363691359995
CCNA_00215,233047,-,8067,371,9759,457,371,233339.0,5.967281276646999,13.360317645782999,-0.852844719425527,13.360317645782999,7.3930363691359995
CCNA_00215,233239,+,8259,179,9567,649,179,233339.0,5.967281276646999,13.360317645782999,-0.852844719425527,13.360317645782999,7.3930363691359995
CCNA_00216,233884,-,8904,466,8922,1294,466,233384.0,0.8177374180206101,1.8900518530778,-0.8119190974980716,1.8900518530778,1.07231443505719
CCNA_00217,234638,+,9658,1220,8168,2048,1220,234153.0,0.28253135738699986,0.6149473090278,0.5381291702745296,0.6149473090278,0.8974786664147999
CCNA_00217,236033,+,11053,2615,6773,3443,2615,235672.0,0.4010100039393001,0.6090081401687,0.7205645285101131,0.6090081401687,1.010018144108
CCNA_00218,236915,-,11935,3497,5891,4325,3497,237027.0,0.2968973776874,0.2211355254896,1.1918888118436246,0.2211355254896,0.518032903177
CCNA_00220,237185,-,12205,3767,5621,4595,3767,237027.0,0.2968973776874,0.2211355254896,1.1918888118436246,0.2211355254896,0.518032903177
CCNA_00224,240852,+,15872,7434,1954,1985,1954,241332.0,4.044423643046099,0.4244265893639,3.3659441128886196,0.4244265893639,4.4688502324099995
CCNA_00224,240879,+,15899,7461,1927,1958,1927,241332.0,4.044423643046099,0.4244265893639,3.3659441128886196,0.4244265893639,4.4688502324099995
CCNA_00228,244691,-,19711,11273,1885,1854,1885,244585.0,0.7395119593854002,1.7392425017800002,-0.7927599620421235,1.7392425017800002,0.9997305423946
CCNA_00228,244727,-,19747,11309,1921,1890,1921,244585.0,0.7395119593854002,1.7392425017800002,-0.7927599620421235,1.7392425017800002,0.9997305423946
CCNA_00231,246989,+,22009,9257,4183,4152,4183,246601.0,0.11901612125799998,0.508872857225,-0.3758978773135137,0.508872857225,0.389856735967
CCNA_00230,247045,-,22065,9201,4239,4208,4239,246601.0,0.11901612125799998,0.508872857225,-0.3758978773135137,0.508872857225,0.389856735967
CCNA_00233,248014,+,22547,8232,5208,5177,5208,248214.0,0.3618428655542,0.8997655667094,-0.7315224541469505,0.8997655667094,0.5379227011552
CCNA_00233,248025,+,22536,8221,5219,5188,5219,248214.0,0.3618428655542,0.8997655667094,-0.7315224541469505,0.8997655667094,0.5379227011552
CCNA_00234,249993,+,20568,6253,7187,7156,6253,250108.0,0.20984462469599996,0.6102040152813,-0.5958548981450156,0.6102040152813,0.4003593905853
CCNA_00237,252437,+,18124,3809,9631,7046,3809,252589.0,2.68759225095559,1.2392934364671102,1.6559424428253433,1.2392934364671102,3.9268856874227
CCNA_00240,255224,+,15337,1022,12418,4259,1022,255462.0,1.2439814279576993,4.175652343502,-0.5088166261668637,4.175652343502,2.9316709155443004
CCNA_03917,256357,-,14204,111,13551,3126,111,255898.0,0.2820016476772995,3.1202374427704003,0.12444664136395876,3.1202374427704003,3.4022390904477
CCNA_03917,256376,-,14185,130,13570,3107,130,255898.0,0.2820016476772995,3.1202374427704003,0.12444664136395876,3.1202374427704003,3.4022390904477
CCNA_00247,259482,-,11079,1625,16676,1,1625,259407.0,0.1690821306689999,0.736934231117,-0.3702809303473634,0.736934231117,0.567852100448
CCNA_00249,260870,+,9691,701,17095,1387,701,261262.0,0.2356920079706002,1.0725497979871,0.28418163773764066,1.0725497979871,1.3082418059577001
CCNA_00250,262392,-,8169,475,15573,2909,475,262789.0,0.3229811132604099,1.51934819625178,0.27642369411598033,1.51934819625178,1.84232930951219
CCNA_00250,262492,+,8069,375,15473,3009,375,262789.0,0.3229811132604099,1.51934819625178,0.27642369411598033,1.51934819625178,1.84232930951219
CCNA_00252,264686,-,5875,1819,13279,5203,1819,264562.0,0.19388515538909998,0.2467572321049,0.8115781064371395,0.2467572321049,0.440642387494
CCNA_00252,265795,-,4766,2928,12170,4797,2928,266080.0,1.9921687654927007,7.541843337228,-0.44182839718651384,7.541843337228,5.5496745717352995
CCNA_00252,265812,-,4749,2945,12153,4780,2945,266080.0,1.9921687654927007,7.541843337228,-0.44182839718651384,7.541843337228,5.5496745717352995
CCNA_00253,265957,+,4604,3090,12008,4635,3090,266080.0,1.9921687654927007,7.541843337228,-0.44182839718651384,7.541843337228,5.5496745717352995
